text,category
"Cells are considered the basic structural and functional units of living organisms across all kingdoms of life. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change. Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes. The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms. Ecological relationships describe how populations of different species interact with each other and with their physical environment. Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region. Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions.

The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change. Ecological relationships describe how populations of different species interact with each other and with their physical environment. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP. Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions. Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region. Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes. Cells are considered the basic structural and functional units of living organisms across all kingdoms of life.

",biology
"Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes. The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP. Ecological relationships describe how populations of different species interact with each other and with their physical environment. Cells are considered the basic structural and functional units of living organisms across all kingdoms of life. Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change. Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed. Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions.

Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed. The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. Cells are considered the basic structural and functional units of living organisms across all kingdoms of life. Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes. Ecological relationships describe how populations of different species interact with each other and with their physical environment. Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region. Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP.

",biology
"When friction is present the work done by the frictional force converts mechanical energy into internal energy or heat. For one dimensional motion with constant acceleration we often use kinematic relations between displacement, velocity and time. Newton's laws are used as a starting point to connect the net force on an object with its acceleration along a chosen axis. In classical mechanics we describe motion by specifying position as a function of time and analysing the forces that act on the body. For circular motion we decompose acceleration into tangential and radial components, with the radial part pointing towards the centre. Momentum conservation is especially useful in analysing collisions between two or more bodies in isolated systems. In many examples we idealise surfaces as smooth and strings as light and inextensible in order to simplify the equations. Often a complex situation is reduced to a set of coupled equations that are then solved algebraically or numerically. Energy methods provide an alternate way to solve problems by tracking kinetic and potential energy and using conservation principles. Free body diagrams are drawn to represent all the forces such as weight, normal reaction, tension and friction acting on the system.

Momentum conservation is especially useful in analysing collisions between two or more bodies in isolated systems. In many examples we idealise surfaces as smooth and strings as light and inextensible in order to simplify the equations. When friction is present the work done by the frictional force converts mechanical energy into internal energy or heat. Often a complex situation is reduced to a set of coupled equations that are then solved algebraically or numerically. For circular motion we decompose acceleration into tangential and radial components, with the radial part pointing towards the centre. In classical mechanics we describe motion by specifying position as a function of time and analysing the forces that act on the body. Free body diagrams are drawn to represent all the forces such as weight, normal reaction, tension and friction acting on the system. For one dimensional motion with constant acceleration we often use kinematic relations between displacement, velocity and time. Energy methods provide an alternate way to solve problems by tracking kinetic and potential energy and using conservation principles. Newton's laws are used as a starting point to connect the net force on an object with its acceleration along a chosen axis.

",physics
"When studying limits we ask what value a function approaches as the input comes arbitrarily close to a given point. The derivative of a function at a point is defined as the limit of the difference quotient whenever this limit exists. Sequences and series provide tools for approximating functions and for studying convergence behaviour. A function is a rule that assigns to each element of a domain exactly one element of a codomain. The derivative has a geometric interpretation as the slope of the tangent line to the graph of the function. Definite integrals are connected to areas under curves when the integrand is non negative on a given interval. Techniques such as substitution and integration by parts help evaluate more complicated integrals. Integration is introduced as the inverse operation to differentiation and as a way to accumulate quantities. Continuity at a point requires that the limit of the function at that point equals the value of the function there. Basic differentiation rules allow us to compute derivatives of sums, products, quotients and compositions of functions.

Sequences and series provide tools for approximating functions and for studying convergence behaviour. Continuity at a point requires that the limit of the function at that point equals the value of the function there. Integration is introduced as the inverse operation to differentiation and as a way to accumulate quantities. The derivative has a geometric interpretation as the slope of the tangent line to the graph of the function. A function is a rule that assigns to each element of a domain exactly one element of a codomain. Basic differentiation rules allow us to compute derivatives of sums, products, quotients and compositions of functions. Techniques such as substitution and integration by parts help evaluate more complicated integrals. The derivative of a function at a point is defined as the limit of the difference quotient whenever this limit exists. When studying limits we ask what value a function approaches as the input comes arbitrarily close to a given point. Definite integrals are connected to areas under curves when the integrand is non negative on a given interval.

",mathematics
"Free body diagrams are drawn to represent all the forces such as weight, normal reaction, tension and friction acting on the system. Often a complex situation is reduced to a set of coupled equations that are then solved algebraically or numerically. In many examples we idealise surfaces as smooth and strings as light and inextensible in order to simplify the equations. Energy methods provide an alternate way to solve problems by tracking kinetic and potential energy and using conservation principles. Momentum conservation is especially useful in analysing collisions between two or more bodies in isolated systems. Newton's laws are used as a starting point to connect the net force on an object with its acceleration along a chosen axis. For one dimensional motion with constant acceleration we often use kinematic relations between displacement, velocity and time. For circular motion we decompose acceleration into tangential and radial components, with the radial part pointing towards the centre. When friction is present the work done by the frictional force converts mechanical energy into internal energy or heat. In classical mechanics we describe motion by specifying position as a function of time and analysing the forces that act on the body.

When friction is present the work done by the frictional force converts mechanical energy into internal energy or heat. In many examples we idealise surfaces as smooth and strings as light and inextensible in order to simplify the equations. Momentum conservation is especially useful in analysing collisions between two or more bodies in isolated systems. For circular motion we decompose acceleration into tangential and radial components, with the radial part pointing towards the centre. Often a complex situation is reduced to a set of coupled equations that are then solved algebraically or numerically. Free body diagrams are drawn to represent all the forces such as weight, normal reaction, tension and friction acting on the system. Newton's laws are used as a starting point to connect the net force on an object with its acceleration along a chosen axis. Energy methods provide an alternate way to solve problems by tracking kinetic and potential energy and using conservation principles. In classical mechanics we describe motion by specifying position as a function of time and analysing the forces that act on the body. For one dimensional motion with constant acceleration we often use kinematic relations between displacement, velocity and time.

",physics
"Trees are hierarchical structures made of nodes connected by edges with exactly one simple path between any two nodes. Graph algorithms often rely on traversal strategies such as depth first search and breadth first search. Hash tables provide average constant time performance for search, insert and delete operations under suitable assumptions. Stacks operate on a last in first out discipline while queues follow a first in first out ordering of elements. Sorting algorithms reorder elements in a collection so that they follow a specified comparison relation. An algorithm is a finite sequence of well defined instructions that transforms given input into desired output. In practice data structures and algorithms are chosen to balance speed, memory usage and implementation complexity. Time complexity provides a way to estimate how the running time of an algorithm grows as the size of the input increases. Recursion allows a function to call itself on smaller instances of a problem until a base case is reached. Arrays and linked lists are fundamental linear data structures that store collections of elements in different ways.

Trees are hierarchical structures made of nodes connected by edges with exactly one simple path between any two nodes. An algorithm is a finite sequence of well defined instructions that transforms given input into desired output. In practice data structures and algorithms are chosen to balance speed, memory usage and implementation complexity. Time complexity provides a way to estimate how the running time of an algorithm grows as the size of the input increases. Sorting algorithms reorder elements in a collection so that they follow a specified comparison relation. Arrays and linked lists are fundamental linear data structures that store collections of elements in different ways. Recursion allows a function to call itself on smaller instances of a problem until a base case is reached. Hash tables provide average constant time performance for search, insert and delete operations under suitable assumptions. Graph algorithms often rely on traversal strategies such as depth first search and breadth first search. Stacks operate on a last in first out discipline while queues follow a first in first out ordering of elements.

",computer_science
"In classical mechanics we describe motion by specifying position as a function of time and analysing the forces that act on the body. For circular motion we decompose acceleration into tangential and radial components, with the radial part pointing towards the centre. When friction is present the work done by the frictional force converts mechanical energy into internal energy or heat. Newton's laws are used as a starting point to connect the net force on an object with its acceleration along a chosen axis. In many examples we idealise surfaces as smooth and strings as light and inextensible in order to simplify the equations. Free body diagrams are drawn to represent all the forces such as weight, normal reaction, tension and friction acting on the system. Energy methods provide an alternate way to solve problems by tracking kinetic and potential energy and using conservation principles. For one dimensional motion with constant acceleration we often use kinematic relations between displacement, velocity and time. Often a complex situation is reduced to a set of coupled equations that are then solved algebraically or numerically. Momentum conservation is especially useful in analysing collisions between two or more bodies in isolated systems.

Energy methods provide an alternate way to solve problems by tracking kinetic and potential energy and using conservation principles. Often a complex situation is reduced to a set of coupled equations that are then solved algebraically or numerically. Newton's laws are used as a starting point to connect the net force on an object with its acceleration along a chosen axis. Momentum conservation is especially useful in analysing collisions between two or more bodies in isolated systems. For one dimensional motion with constant acceleration we often use kinematic relations between displacement, velocity and time. In many examples we idealise surfaces as smooth and strings as light and inextensible in order to simplify the equations. For circular motion we decompose acceleration into tangential and radial components, with the radial part pointing towards the centre. Free body diagrams are drawn to represent all the forces such as weight, normal reaction, tension and friction acting on the system. In classical mechanics we describe motion by specifying position as a function of time and analysing the forces that act on the body. When friction is present the work done by the frictional force converts mechanical energy into internal energy or heat.

",physics
"Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions. The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP. Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes. Ecological relationships describe how populations of different species interact with each other and with their physical environment. Cells are considered the basic structural and functional units of living organisms across all kingdoms of life. Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed.

Cells are considered the basic structural and functional units of living organisms across all kingdoms of life. Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change. Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions. Ecological relationships describe how populations of different species interact with each other and with their physical environment. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP. Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region. The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms.

",biology
"Energy methods provide an alternate way to solve problems by tracking kinetic and potential energy and using conservation principles. Momentum conservation is especially useful in analysing collisions between two or more bodies in isolated systems. In classical mechanics we describe motion by specifying position as a function of time and analysing the forces that act on the body. Free body diagrams are drawn to represent all the forces such as weight, normal reaction, tension and friction acting on the system. Often a complex situation is reduced to a set of coupled equations that are then solved algebraically or numerically. When friction is present the work done by the frictional force converts mechanical energy into internal energy or heat. Newton's laws are used as a starting point to connect the net force on an object with its acceleration along a chosen axis. For one dimensional motion with constant acceleration we often use kinematic relations between displacement, velocity and time. For circular motion we decompose acceleration into tangential and radial components, with the radial part pointing towards the centre. In many examples we idealise surfaces as smooth and strings as light and inextensible in order to simplify the equations.

In classical mechanics we describe motion by specifying position as a function of time and analysing the forces that act on the body. In many examples we idealise surfaces as smooth and strings as light and inextensible in order to simplify the equations. For circular motion we decompose acceleration into tangential and radial components, with the radial part pointing towards the centre. Momentum conservation is especially useful in analysing collisions between two or more bodies in isolated systems. Energy methods provide an alternate way to solve problems by tracking kinetic and potential energy and using conservation principles. When friction is present the work done by the frictional force converts mechanical energy into internal energy or heat. Often a complex situation is reduced to a set of coupled equations that are then solved algebraically or numerically. For one dimensional motion with constant acceleration we often use kinematic relations between displacement, velocity and time. Newton's laws are used as a starting point to connect the net force on an object with its acceleration along a chosen axis. Free body diagrams are drawn to represent all the forces such as weight, normal reaction, tension and friction acting on the system.

",physics
"Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region. Ecological relationships describe how populations of different species interact with each other and with their physical environment. Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes. Cells are considered the basic structural and functional units of living organisms across all kingdoms of life. Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP. Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions.

The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms. Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions. Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes. Ecological relationships describe how populations of different species interact with each other and with their physical environment. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP. Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed. Cells are considered the basic structural and functional units of living organisms across all kingdoms of life. Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region.

",biology
"Ecological relationships describe how populations of different species interact with each other and with their physical environment. Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms. Cells are considered the basic structural and functional units of living organisms across all kingdoms of life. Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions. Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change. Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP.

Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change. Ecological relationships describe how populations of different species interact with each other and with their physical environment. Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes. Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region. The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP. Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed. Cells are considered the basic structural and functional units of living organisms across all kingdoms of life. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions.

",biology
"Equilibrium in a reversible reaction is described by an equilibrium constant that relates the activities of reactants and products. The structure of a molecule is interpreted using ideas of hybridisation, bond angles and electron domain geometry. In aqueous solutions we frequently work with concepts like molarity, molality and mole fraction to express composition. Acid base theories provide different ways of identifying species that donate or accept protons or electron pairs. A chemical reaction involves rearrangement of atoms so that old bonds are broken and new bonds are formed between different atoms. The rate of a reaction depends on concentration, temperature, presence of catalyst and the physical state of reactants. Thermodynamic quantities such as enthalpy, entropy and Gibbs free energy help predict whether a process is feasible. Intermolecular forces such as hydrogen bonding, dipole interactions and dispersion forces influence physical properties. Redox processes are analysed by assigning oxidation numbers and balancing the loss and gain of electrons. Electrochemistry connects chemical change with electrical energy through galvanic cells and electrolytic cells.

The rate of a reaction depends on concentration, temperature, presence of catalyst and the physical state of reactants. Electrochemistry connects chemical change with electrical energy through galvanic cells and electrolytic cells. A chemical reaction involves rearrangement of atoms so that old bonds are broken and new bonds are formed between different atoms. Intermolecular forces such as hydrogen bonding, dipole interactions and dispersion forces influence physical properties. Thermodynamic quantities such as enthalpy, entropy and Gibbs free energy help predict whether a process is feasible. Redox processes are analysed by assigning oxidation numbers and balancing the loss and gain of electrons. In aqueous solutions we frequently work with concepts like molarity, molality and mole fraction to express composition. The structure of a molecule is interpreted using ideas of hybridisation, bond angles and electron domain geometry. Equilibrium in a reversible reaction is described by an equilibrium constant that relates the activities of reactants and products. Acid base theories provide different ways of identifying species that donate or accept protons or electron pairs.

",chemistry
"Definite integrals are connected to areas under curves when the integrand is non negative on a given interval. Sequences and series provide tools for approximating functions and for studying convergence behaviour. A function is a rule that assigns to each element of a domain exactly one element of a codomain. Continuity at a point requires that the limit of the function at that point equals the value of the function there. When studying limits we ask what value a function approaches as the input comes arbitrarily close to a given point. Basic differentiation rules allow us to compute derivatives of sums, products, quotients and compositions of functions. The derivative has a geometric interpretation as the slope of the tangent line to the graph of the function. Techniques such as substitution and integration by parts help evaluate more complicated integrals. The derivative of a function at a point is defined as the limit of the difference quotient whenever this limit exists. Integration is introduced as the inverse operation to differentiation and as a way to accumulate quantities.

Sequences and series provide tools for approximating functions and for studying convergence behaviour. Continuity at a point requires that the limit of the function at that point equals the value of the function there. A function is a rule that assigns to each element of a domain exactly one element of a codomain. The derivative of a function at a point is defined as the limit of the difference quotient whenever this limit exists. Basic differentiation rules allow us to compute derivatives of sums, products, quotients and compositions of functions. The derivative has a geometric interpretation as the slope of the tangent line to the graph of the function. Definite integrals are connected to areas under curves when the integrand is non negative on a given interval. When studying limits we ask what value a function approaches as the input comes arbitrarily close to a given point. Integration is introduced as the inverse operation to differentiation and as a way to accumulate quantities. Techniques such as substitution and integration by parts help evaluate more complicated integrals.

",mathematics
"The derivative of a function at a point is defined as the limit of the difference quotient whenever this limit exists. Basic differentiation rules allow us to compute derivatives of sums, products, quotients and compositions of functions. A function is a rule that assigns to each element of a domain exactly one element of a codomain. Sequences and series provide tools for approximating functions and for studying convergence behaviour. The derivative has a geometric interpretation as the slope of the tangent line to the graph of the function. Definite integrals are connected to areas under curves when the integrand is non negative on a given interval. Techniques such as substitution and integration by parts help evaluate more complicated integrals. When studying limits we ask what value a function approaches as the input comes arbitrarily close to a given point. Continuity at a point requires that the limit of the function at that point equals the value of the function there. Integration is introduced as the inverse operation to differentiation and as a way to accumulate quantities.

When studying limits we ask what value a function approaches as the input comes arbitrarily close to a given point. A function is a rule that assigns to each element of a domain exactly one element of a codomain. Basic differentiation rules allow us to compute derivatives of sums, products, quotients and compositions of functions. Integration is introduced as the inverse operation to differentiation and as a way to accumulate quantities. The derivative has a geometric interpretation as the slope of the tangent line to the graph of the function. The derivative of a function at a point is defined as the limit of the difference quotient whenever this limit exists. Sequences and series provide tools for approximating functions and for studying convergence behaviour. Definite integrals are connected to areas under curves when the integrand is non negative on a given interval. Techniques such as substitution and integration by parts help evaluate more complicated integrals. Continuity at a point requires that the limit of the function at that point equals the value of the function there.

",mathematics
"Ecological relationships describe how populations of different species interact with each other and with their physical environment. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions. Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP. Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed. Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region. Cells are considered the basic structural and functional units of living organisms across all kingdoms of life. Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes.

Enzymes act as biological catalysts by lowering the activation energy of biochemical reactions without being consumed. Evolution explains both the unity and diversity of life by proposing that species change over generations through natural selection. Cellular respiration is a multi step process that gradually releases energy from glucose to synthesise ATP. Genetic information is stored in the sequence of nucleotides within DNA molecules housed inside the nucleus or nucleoid region. Ecological relationships describe how populations of different species interact with each other and with their physical environment. Photosynthesis converts light energy into chemical energy using pigment systems located in chloroplast membranes. The plasma membrane regulates the movement of substances into and out of the cell using a variety of transport mechanisms. Cells are considered the basic structural and functional units of living organisms across all kingdoms of life. In multicellular organisms cells are organised into tissues, organs and organ systems that coordinate specific functions. Homeostasis refers to the ability of an organism to maintain a relatively stable internal environment despite external change.

",biology
"Basic differentiation rules allow us to compute derivatives of sums, products, quotients and compositions of functions. The derivative of a function at a point is defined as the limit of the difference quotient whenever this limit exists. Sequences and series provide tools for approximating functions and for studying convergence behaviour. Integration is introduced as the inverse operation to differentiation and as a way to accumulate quantities. A function is a rule that assigns to each element of a domain exactly one element of a codomain. Continuity at a point requires that the limit of the function at that point equals the value of the function there. Techniques such as substitution and integration by parts help evaluate more complicated integrals. The derivative has a geometric interpretation as the slope of the tangent line to the graph of the function. When studying limits we ask what value a function approaches as the input comes arbitrarily close to a given point. Definite integrals are connected to areas under curves when the integrand is non negative on a given interval.

Continuity at a point requires that the limit of the function at that point equals the value of the function there. The derivative has a geometric interpretation as the slope of the tangent line to the graph of the function. Integration is introduced as the inverse operation to differentiation and as a way to accumulate quantities. Techniques such as substitution and integration by parts help evaluate more complicated integrals. When studying limits we ask what value a function approaches as the input comes arbitrarily close to a given point. A function is a rule that assigns to each element of a domain exactly one element of a codomain. The derivative of a function at a point is defined as the limit of the difference quotient whenever this limit exists. Sequences and series provide tools for approximating functions and for studying convergence behaviour. Basic differentiation rules allow us to compute derivatives of sums, products, quotients and compositions of functions. Definite integrals are connected to areas under curves when the integrand is non negative on a given interval.

",mathematics
"Electrochemistry connects chemical change with electrical energy through galvanic cells and electrolytic cells. In aqueous solutions we frequently work with concepts like molarity, molality and mole fraction to express composition. Redox processes are analysed by assigning oxidation numbers and balancing the loss and gain of electrons. Intermolecular forces such as hydrogen bonding, dipole interactions and dispersion forces influence physical properties. Thermodynamic quantities such as enthalpy, entropy and Gibbs free energy help predict whether a process is feasible. The structure of a molecule is interpreted using ideas of hybridisation, bond angles and electron domain geometry. Acid base theories provide different ways of identifying species that donate or accept protons or electron pairs. Equilibrium in a reversible reaction is described by an equilibrium constant that relates the activities of reactants and products. A chemical reaction involves rearrangement of atoms so that old bonds are broken and new bonds are formed between different atoms. The rate of a reaction depends on concentration, temperature, presence of catalyst and the physical state of reactants.

In aqueous solutions we frequently work with concepts like molarity, molality and mole fraction to express composition. Intermolecular forces such as hydrogen bonding, dipole interactions and dispersion forces influence physical properties. Acid base theories provide different ways of identifying species that donate or accept protons or electron pairs. Redox processes are analysed by assigning oxidation numbers and balancing the loss and gain of electrons. The rate of a reaction depends on concentration, temperature, presence of catalyst and the physical state of reactants. Electrochemistry connects chemical change with electrical energy through galvanic cells and electrolytic cells. Equilibrium in a reversible reaction is described by an equilibrium constant that relates the activities of reactants and products. The structure of a molecule is interpreted using ideas of hybridisation, bond angles and electron domain geometry. A chemical reaction involves rearrangement of atoms so that old bonds are broken and new bonds are formed between different atoms. Thermodynamic quantities such as enthalpy, entropy and Gibbs free energy help predict whether a process is feasible.

",chemistry
"When studying limits we ask what value a function approaches as the input comes arbitrarily close to a given point. Techniques such as substitution and integration by parts help evaluate more complicated integrals. Sequences and series provide tools for approximating functions and for studying convergence behaviour. Definite integrals are connected to areas under curves when the integrand is non negative on a given interval. Continuity at a point requires that the limit of the function at that point equals the value of the function there. Integration is introduced as the inverse operation to differentiation and as a way to accumulate quantities. A function is a rule that assigns to each element of a domain exactly one element of a codomain. Basic differentiation rules allow us to compute derivatives of sums, products, quotients and compositions of functions. The derivative has a geometric interpretation as the slope of the tangent line to the graph of the function. The derivative of a function at a point is defined as the limit of the difference quotient whenever this limit exists.

Basic differentiation rules allow us to compute derivatives of sums, products, quotients and compositions of functions. Definite integrals are connected to areas under curves when the integrand is non negative on a given interval. Sequences and series provide tools for approximating functions and for studying convergence behaviour. When studying limits we ask what value a function approaches as the input comes arbitrarily close to a given point. Integration is introduced as the inverse operation to differentiation and as a way to accumulate quantities. A function is a rule that assigns to each element of a domain exactly one element of a codomain. The derivative has a geometric interpretation as the slope of the tangent line to the graph of the function. Techniques such as substitution and integration by parts help evaluate more complicated integrals. Continuity at a point requires that the limit of the function at that point equals the value of the function there. The derivative of a function at a point is defined as the limit of the difference quotient whenever this limit exists.

",mathematics
"In practice data structures and algorithms are chosen to balance speed, memory usage and implementation complexity. Stacks operate on a last in first out discipline while queues follow a first in first out ordering of elements. Recursion allows a function to call itself on smaller instances of a problem until a base case is reached. Time complexity provides a way to estimate how the running time of an algorithm grows as the size of the input increases. Graph algorithms often rely on traversal strategies such as depth first search and breadth first search. An algorithm is a finite sequence of well defined instructions that transforms given input into desired output. Arrays and linked lists are fundamental linear data structures that store collections of elements in different ways. Trees are hierarchical structures made of nodes connected by edges with exactly one simple path between any two nodes. Sorting algorithms reorder elements in a collection so that they follow a specified comparison relation. Hash tables provide average constant time performance for search, insert and delete operations under suitable assumptions.

Recursion allows a function to call itself on smaller instances of a problem until a base case is reached. Hash tables provide average constant time performance for search, insert and delete operations under suitable assumptions. Graph algorithms often rely on traversal strategies such as depth first search and breadth first search. Time complexity provides a way to estimate how the running time of an algorithm grows as the size of the input increases. Stacks operate on a last in first out discipline while queues follow a first in first out ordering of elements. In practice data structures and algorithms are chosen to balance speed, memory usage and implementation complexity. Trees are hierarchical structures made of nodes connected by edges with exactly one simple path between any two nodes. An algorithm is a finite sequence of well defined instructions that transforms given input into desired output. Arrays and linked lists are fundamental linear data structures that store collections of elements in different ways. Sorting algorithms reorder elements in a collection so that they follow a specified comparison relation.

",computer_science
